Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ
1679400080.858106,1679400080.858628,58.000000,0.000000,4750.128418,4719.102539,4705.769043,4784.743652,4955.897461,4765.641113,4752.948730,4532.948730,7605.641113,4650.769043,4759.358887,4804.871582,4491.410156,4713.205078,0.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.865914,1679400080.866336,59.000000,0.000000,4648.461426,4600.641113,4617.692383,4675.897461,4865.641113,4700.897461,4657.436035,4444.871582,7585.000000,4546.025879,4635.384766,4698.333496,4386.666504,4606.282227,0.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.873723,1679400080.874145,60.000000,0.000000,4692.436035,4633.077148,4654.743652,4705.256348,4864.871582,4728.589844,4706.153809,4494.487305,7582.820313,4586.666504,4695.256348,4754.230957,4443.333496,4663.205078,0.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,15.000000,0.000000,0.013422,0.619690,-0.047974,0.783264,0.000000,0.000000,0.000000,-41.314003,9.473633,53.832024
1679400080.881531,1679400080.881853,61.000000,0.000000,4840.256348,4771.153809,4783.589844,4841.410156,4966.794922,4823.974121,4848.717773,4641.666504,7599.487305,4749.615234,4889.487305,4927.563965,4614.743652,4830.384766,0.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.889339,1679400080.889662,62.000000,0.000000,4868.077148,4785.128418,4806.922852,4866.153809,4976.153809,4844.102539,4876.538574,4687.563965,7609.102539,4794.230957,4937.820313,4968.333496,4655.000000,4868.974121,0.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.897148,1679400080.897370,63.000000,0.000000,4790.641113,4702.307617,4736.794922,4788.205078,4885.512695,4795.128418,4806.794922,4633.077148,7591.922852,4721.282227,4853.077148,4882.307617,4585.384766,4789.230957,0.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.904956,1679400080.905278,64.000000,0.000000,4784.358887,4692.820313,4718.077148,4774.615234,4878.077148,4790.256348,4791.282227,4612.436035,7556.922852,4722.307617,4842.436035,4857.692383,4592.820313,4767.563965,2189.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,16.000000,0.000000,0.007139,0.617554,-0.056213,0.784485,0.857038,0.104505,0.502503,-41.349270,9.442936,54.948822
1679400080.912764,1679400080.913087,65.000000,0.000000,4803.974121,4709.871582,4726.666504,4796.410156,4908.077148,4808.205078,4798.333496,4613.974121,7544.487305,4758.077148,4868.461426,4867.820313,4623.974121,4778.333496,2416.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.920573,1679400080.920995,66.000000,0.000000,4775.512695,4681.410156,4707.179688,4774.358887,4867.051270,4789.230957,4770.000000,4587.179688,7495.256348,4716.410156,4838.974121,4844.102539,4592.563965,4754.358887,2424.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.928381,1679400080.928804,67.000000,0.000000,4758.717773,4661.538574,4696.922852,4749.615234,4832.948730,4781.410156,4760.256348,4563.717773,7425.384766,4665.641113,4806.922852,4825.769043,4566.153809,4737.051270,2379.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.936189,1679400080.936712,68.000000,0.000000,4760.897461,4654.230957,4696.794922,4743.717773,4825.000000,4796.025879,4774.358887,4563.205078,7409.743652,4659.102539,4797.051270,4823.077148,4565.897461,4736.410156,2359.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,17.000000,0.000000,0.011845,0.620361,-0.055115,0.782288,1.455256,1.285802,0.536198,-41.397675,9.598642,56.337273
1679400080.943998,1679400080.944521,69.000000,0.000000,4762.948730,4641.282227,4696.025879,4743.974121,4790.384766,4794.743652,4771.922852,4580.000000,7382.692383,4671.666504,4801.282227,4833.333496,4564.230957,4741.794922,2182.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.951806,1679400080.952429,70.000000,0.000000,4754.743652,4626.794922,4695.641113,4738.205078,4752.179688,4786.410156,4752.563965,4585.000000,7337.692383,4678.077148,4804.743652,4834.743652,4559.230957,4734.358887,2319.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.959614,1679400080.960237,71.000000,0.000000,4732.307617,4611.538574,4689.743652,4725.769043,4746.922852,4793.717773,4744.230957,4574.871582,7316.410156,4685.128418,4802.436035,4823.717773,4565.000000,4718.974121,2262.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.967423,1679400080.968146,72.000000,0.000000,4730.769043,4605.256348,4685.384766,4720.641113,4755.256348,4803.846191,4753.205078,4579.487305,7298.077148,4705.128418,4811.538574,4823.333496,4584.743652,4722.307617,245.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,18.000000,0.000000,0.013422,0.619690,-0.047974,0.783264,0.000000,0.000000,0.000000,-41.257908,9.688778,57.570213
1679400080.975231,1679400080.975954,73.000000,0.000000,4742.692383,4590.256348,4679.615234,4711.794922,4737.692383,4803.589844,4750.128418,4587.307617,7270.384766,4711.282227,4812.179688,4820.769043,4597.436035,4726.922852,2389.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.983040,1679400080.983862,74.000000,0.000000,4737.563965,4568.717773,4677.563965,4701.153809,4709.102539,4815.384766,4746.153809,4591.922852,7245.000000,4705.512695,4808.974121,4821.025879,4599.230957,4730.641113,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.990848,1679400080.991671,75.000000,0.000000,4729.615234,4566.794922,4680.769043,4701.025879,4712.563965,4826.666504,4749.487305,4592.820313,7222.563965,4702.436035,4814.358887,4818.589844,4592.820313,4729.743652,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400080.998656,1679400080.999579,76.000000,0.000000,4735.897461,4572.051270,4674.743652,4701.922852,4723.974121,4833.461426,4738.717773,4588.077148,7185.769043,4698.077148,4809.230957,4807.051270,4581.922852,4717.051270,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,19.000000,0.000000,0.007139,0.617554,-0.056213,0.784485,0.857038,0.104505,0.502503,-41.082115,9.586567,58.763191
1679400081.006465,1679400081.007388,77.000000,0.000000,4731.153809,4567.820313,4670.128418,4691.025879,4721.282227,4861.282227,4726.410156,4587.436035,7143.333496,4689.615234,4802.436035,4807.820313,4580.769043,4718.846191,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.014273,1679400081.015096,78.000000,0.000000,4719.487305,4574.102539,4680.128418,4680.384766,4741.410156,4888.717773,4727.820313,4591.922852,7114.743652,4688.846191,4818.717773,4820.769043,4592.948730,4737.820313,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.022081,1679400081.022905,79.000000,0.000000,4738.077148,4589.615234,4691.025879,4694.487305,4773.205078,4895.128418,4737.692383,4602.051270,7093.461426,4713.974121,4839.871582,4832.692383,4606.794922,4745.897461,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.029889,1679400081.030613,80.000000,0.000000,4755.897461,4588.205078,4693.974121,4715.000000,4780.641113,4903.974121,4752.820313,4610.897461,7057.820313,4728.333496,4835.384766,4837.179688,4606.794922,4736.794922,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,20.000000,0.000000,0.011845,0.620361,-0.055115,0.782288,1.455256,1.285802,0.536198,-40.990570,9.644577,59.820206
1679400081.037698,1679400081.038422,81.000000,0.000000,4748.077148,4589.615234,4701.922852,4723.333496,4788.461426,4922.692383,4763.846191,4620.769043,7010.000000,4707.436035,4828.717773,4845.000000,4600.384766,4737.051270,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.045506,1679400081.046130,82.000000,0.000000,4754.358887,4607.820313,4711.153809,4732.948730,4805.000000,4927.948730,4765.641113,4638.846191,6972.948730,4690.512695,4841.794922,4857.563965,4603.589844,4749.743652,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.053315,1679400081.053939,83.000000,0.000000,4766.666504,4611.153809,4712.563965,4735.641113,4821.410156,4929.102539,4780.769043,4656.794922,6950.000000,4700.512695,4853.717773,4864.871582,4602.820313,4752.436035,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.061123,1679400081.061647,84.000000,0.000000,4761.025879,4616.282227,4721.794922,4735.384766,4863.717773,4941.153809,4805.256348,4671.410156,6923.974121,4713.077148,4862.436035,4876.794922,4604.358887,4757.436035,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,21.000000,0.000000,0.013422,0.619690,-0.047974,0.783264,0.000000,0.000000,0.000000,-40.941513,9.596786,60.538185
1679400081.068931,1679400081.069456,85.000000,0.000000,4759.358887,4631.666504,4727.307617,4744.743652,4894.743652,4940.641113,4791.794922,4668.205078,6879.102539,4694.871582,4859.230957,4876.666504,4609.230957,4760.256348,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.076740,1679400081.077164,86.000000,0.000000,4773.333496,4633.205078,4724.358887,4753.717773,4883.589844,4937.436035,4776.794922,4662.820313,6837.820313,4672.436035,4850.384766,4868.205078,4604.230957,4755.000000,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.084548,1679400081.085073,87.000000,0.000000,4777.307617,4637.563965,4732.179688,4757.563965,4902.563965,4954.358887,4805.769043,4684.743652,6812.692383,4680.897461,4861.282227,4880.384766,4603.077148,4763.077148,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.092356,1679400081.092881,88.000000,0.000000,4781.538574,4659.487305,4747.307617,4770.769043,4953.333496,4962.179688,4825.128418,4706.153809,6784.615234,4699.358887,4881.666504,4902.692383,4615.128418,4783.333496,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,22.000000,0.000000,0.007139,0.617554,-0.056213,0.784485,0.857038,0.104505,0.502503,-40.864029,9.520441,61.367699
1679400081.100165,1679400081.100689,89.000000,0.000000,4804.743652,4680.641113,4759.487305,4792.948730,4986.153809,4952.307617,4812.948730,4711.538574,6757.563965,4712.948730,4898.589844,4914.230957,4631.666504,4801.794922,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.107973,1679400081.108398,90.000000,0.000000,4816.666504,4694.487305,4766.025879,4807.051270,5010.512695,4954.358887,4816.922852,4720.000000,6727.820313,4713.333496,4905.128418,4922.051270,4634.102539,4810.641113,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.115781,1679400081.116306,91.000000,0.000000,4819.102539,4703.333496,4770.512695,4810.000000,5023.717773,4960.256348,4831.538574,4731.538574,6690.769043,4699.102539,4903.717773,4931.666504,4623.589844,4814.615234,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.123590,1679400081.124115,92.000000,0.000000,4829.102539,4708.077148,4780.128418,4815.641113,5029.230957,4954.743652,4829.743652,4741.922852,6670.384766,4707.051270,4917.692383,4940.128418,4625.769043,4824.102539,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,23.000000,0.000000,0.011845,0.620361,-0.055115,0.782288,1.455256,1.285802,0.536198,-40.927628,9.585063,61.914265
1679400081.131398,1679400081.132023,93.000000,0.000000,4820.641113,4706.666504,4782.051270,4813.846191,5046.153809,4953.077148,4825.641113,4746.922852,6642.563965,4720.256348,4923.589844,4940.641113,4623.589844,4824.230957,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.139206,1679400081.139832,94.000000,0.000000,4806.666504,4700.384766,4773.846191,4798.717773,5053.077148,4954.230957,4833.077148,4735.384766,6584.230957,4696.538574,4898.077148,4932.692383,4597.948730,4807.051270,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.147015,1679400081.147740,95.000000,0.000000,4831.410156,4716.922852,4785.256348,4805.897461,5052.563965,4954.102539,4844.871582,4733.846191,6552.563965,4691.794922,4903.717773,4946.025879,4604.487305,4815.512695,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.154823,1679400081.155548,96.000000,0.000000,4856.282227,4738.974121,4804.743652,4831.282227,5068.077148,4962.563965,4852.179688,4758.589844,6554.358887,4720.128418,4940.897461,4969.871582,4636.666504,4845.128418,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,24.000000,0.000000,0.013422,0.619690,-0.047974,0.783264,0.000000,0.000000,0.000000,-40.934864,9.509891,62.489502
1679400081.162631,1679400081.163457,97.000000,0.000000,4840.641113,4725.641113,4793.589844,4830.641113,5052.563965,4960.000000,4841.666504,4761.025879,6527.307617,4714.358887,4929.615234,4957.692383,4624.230957,4841.922852,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.170440,1679400081.171265,98.000000,0.000000,4839.615234,4717.179688,4783.846191,4825.384766,5025.256348,4946.538574,4827.179688,4749.102539,6493.205078,4710.128418,4914.102539,4945.256348,4617.563965,4837.820313,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.178248,1679400081.179174,99.000000,0.000000,4858.974121,4741.410156,4797.436035,4836.025879,5049.358887,4947.179688,4834.871582,4761.794922,6483.974121,4735.128418,4941.282227,4962.436035,4645.128418,4856.794922,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.186057,1679400081.186982,100.000000,0.000000,4860.384766,4750.512695,4803.846191,4831.410156,5068.717773,4949.230957,4846.153809,4778.205078,6469.743652,4744.358887,4957.179688,4973.846191,4642.051270,4863.589844,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,25.000000,0.000000,0.007139,0.617554,-0.056213,0.784485,0.857038,0.104505,0.502503,-40.974712,9.375567,62.990555
1679400081.193865,1679400081.194890,101.000000,0.000000,4868.717773,4746.794922,4804.487305,4830.128418,5055.512695,4943.077148,4848.846191,4785.641113,6454.230957,4761.025879,4965.512695,4979.102539,4633.589844,4872.563965,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.201673,1679400081.202699,102.000000,0.000000,4896.922852,4768.205078,4816.282227,4852.051270,5052.179688,4938.846191,4853.077148,4797.692383,6441.794922,4797.692383,4989.487305,4993.717773,4663.589844,4896.922852,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.209482,1679400081.210407,103.000000,0.000000,4918.589844,4795.256348,4828.589844,4865.897461,5041.153809,4943.974121,4867.436035,4809.230957,6416.794922,4810.128418,5002.948730,5004.615234,4685.641113,4913.717773,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.217290,1679400081.218216,104.000000,0.000000,4924.743652,4801.538574,4823.333496,4867.179688,5018.589844,4953.589844,4880.897461,4802.692383,6369.487305,4772.179688,4981.153809,4996.410156,4660.641113,4910.256348,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,26.000000,0.000000,0.011845,0.620361,-0.055115,0.782288,1.455256,1.285802,0.536198,-40.977242,9.421345,63.324833
1679400081.225098,1679400081.225924,105.000000,0.000000,4919.358887,4800.128418,4801.538574,4857.179688,5022.051270,4941.025879,4861.282227,4774.230957,6307.692383,4700.769043,4937.948730,4962.692383,4618.589844,4889.487305,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.232906,1679400081.233733,106.000000,0.000000,4915.384766,4816.153809,4785.641113,4842.051270,5022.948730,4911.410156,4828.461426,4747.563965,6274.871582,4667.051270,4907.436035,4928.846191,4597.948730,4876.922852,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.240715,1679400081.241441,107.000000,0.000000,4922.563965,4841.410156,4781.666504,4845.512695,5003.846191,4913.077148,4825.128418,4738.461426,6272.179688,4691.153809,4900.512695,4916.410156,4592.948730,4877.179688,2685.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.248523,1679400081.249250,108.000000,0.000000,4923.205078,4851.794922,4773.717773,4854.230957,4993.974121,4923.589844,4825.128418,4735.256348,6256.794922,4700.512695,4891.153809,4904.743652,4574.358887,4861.538574,2979.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,27.000000,0.000000,0.013422,0.619690,-0.047974,0.783264,0.000000,0.000000,0.000000,-40.979515,9.362543,63.675682
1679400081.256332,1679400081.256958,109.000000,0.000000,4917.820313,4871.666504,4774.230957,4860.256348,4989.102539,4910.384766,4812.179688,4738.205078,6237.307617,4692.307617,4880.384766,4900.512695,4559.487305,4848.974121,2852.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679400081.264140,1679400081.264767,110.000000,0.000000,4935.000000,4919.743652,4798.589844,4892.051270,5004.102539,4922.436035,4829.358887,4764.102539,6240.000000,4720.384766,4903.333496,4929.871582,4572.692383,4873.461426,2687.000000,4.000000,91.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,75.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,
